Key,File,Type,UsedInMainMenu,NoTranslate,english,Context / Alternate Text,german,latam,french,italian,japanese,koreana,polish,brazilian,russian,turkish,schinese,tchinese,spanish
HDBicyclePlaceableDesc,vehicles,item,,,HD Bicycle with front light.\n\nTravel in style and also see were your going.\n\nComes with Dual Seating for carrying that extra friend.,,HD-Fahrrad mit Vorderlicht. \n\nReisen Sie stilvoll und behalten Sie den Überblick. \n\nMit Doppelsitz für einen zusätzlichen Mitfahrer.,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
HDMadMaxMotoDesc,vehicles,item,,,HD War3zuk Moto For When You Want Too Drive In Style.\n\nModel Original Game Asset.,,"HD War3zuk Moto Für alle, die stilvoll fahren wollen.\n\nOriginales Spielmodell.",,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
War3zukQuadDesc,vehicles,item,,,HD War3zuk Quad For When You Want Too Drive In Style.\n\nThe ultimate in Sexy with all wheel drive.,,"HD War3zuk Quad – Für alle, die stilvoll fahren wollen.\n\nDer Inbegriff von Sexyness mit Allradantrieb.",,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
HDWar3zuk4x4Desc,vehicles,item,,,HD War3zuk 4x4 For When You Want Too Drive In Style.\n\nThe ultimate in Sexy with all wheel drive.,,HD War3zuk 4x4 Für stilvolles Fahren.\n\nDer Inbegriff von Sexyness mit Allradantrieb.,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
HDWar3zukBuggyDesc,vehicles,item,,,HD War3zuk Buggy For When You Want Too Drive In Style.\n\nThe ultimate in Sexy with all wheel drive.,,"HD War3zuk Buggy – Für alle, die stilvoll fahren wollen.\n\nDer Inbegriff von Sexyness mit Allradantrieb.",,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
HDWar3zukBuggyChassisDesc,vehicles,item,,,HD War3zuk Buggy Chassis For The HD War3zuk Dune Buggy.\n\nCrafted in the HD Work Bench.,,HD War3zuk Buggy Chassis für den HD War3zuk Dune Buggy.\n\nErstellt in der HD Werkbank.,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
HDWar3zukBuggyAccessoriesDesc,vehicles,item,,,HD War3zuk Buggy Accessories For The HD War3zuk Dune Buggy.\n\nCrafted in the HD Work Bench.,,HD War3zuk Buggy Zubehör für den HD War3zuk Dune Buggy.\n\nHergestellt an der HD Werkbank.,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
HDWar3zukInterceptorChassisDesc,vehicles,item,,,HD War3zuk Interceptor Chassis For The HD War3zuk Interceptor.\n\nCrafted in the HD Work Bench.,,HD War3zuk Interceptor Chassis Für den HD War3zuk Interceptor.\n\nErstellt in der HD Work Bench.,,,,,,,,,,,,
HDWar3zukInterceptorAccessoriesDesc,vehicles,item,,,HD War3zuk Interceptor Accessories For The HD War3zuk Interceptor.\n\nCrafted in the HD Work Bench.,,Zubehör für den HD War3zuk Interceptor.\n\nHergestellt an der HD-Werkbank.,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
HDWar3zukInterceptorPlaceableDesc,vehicles,item,,,HD War3zuk Interceptor.\n\nCrafted in the HD Work Bench.,,HD War3zuk Interceptor.\n\nHergestellt an der HD-Werkbank.,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
HDJetPackPlaceableDesc,vehicles,item,,,HD Jet Pack.\n\nCrafted in the HD Work Bench.,,HD Jet Pack.\n\nHergestellt an der HD Werkbank.,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
HDJetPackAccessoriesDesc,vehicles,item,,,HD Jet Pack Accessories For The HD Jet Pack.\n\nCrafted in the HD Work Bench with the Welder Addon.,,HD Jet Pack Zubehör für das HD Jet Pack.\n\nHergestellt an der HD Werkbank mit dem Schweißer-Addon.,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
HDIceMachineE,blocks,Container,,,HD Ice Machine,,HD-Eismaschine,,,,,,,,,,,,
HDIceMachineF,blocks,Container,,,HD Ice Machine,,HD-Eismaschine,,,,,,,,,,,,
HDIceMachineEDesc,,item,Tools,newKey,Turns the surrounding  moist air into Snowballs And Shaved Ice over time.,,Verwandelt die umgebende feuchte Luft mit der Zeit in Schneebälle und Scherbeneis.,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
HDSilverIngot,,item,Food,newKey,HD Silver Crafted Ingot,,HD-Silberbarren,,,,,,,,,,,,
HDSilverIngotDesc,,item,Tools,newKey,Silver Nuggets Carefully Smelted Down And Purified For Superior Quality.,,Sorgfältig eingeschmolzene und gereinigte Silbernuggets für höchste Qualität.,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
HDGoldIngot,,item,Food,newKey,HD Gold Crafted Ingot,,HD-Goldbarren,,,,,,,,,,,,
HDGoldIngotDesc,,item,Tools,newKey,Gold Nuggets Carefully Smelted Down And Purified For Superior Quality.,,"Goldnuggets werden sorgfältig eingeschmolzen und gereinigt, um höchste Qualität zu gewährleisten.",,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
HDDiamondIngot,,item,Food,newKey,HD Diamond Crafted Ingot,,HD-Diamant-Barren,,,,,,,,,,,,
HDDiamondIngotDesc,,item,Tools,newKey,Raw Diamond Carefully Cut For Superior Quality.,,Sorgfältig geschliffener Rohdiamant für höchste Qualität.,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
HDScrapWrenchDesc,,item,Tools,newKey,Put together with Scrap but it works.,,"Zusammengebastelt aus Schrott, aber es funktioniert.",,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
TexsSquirrelBits,,item,Food,newKey,Tex's Squirrel Bits,,Tex's Eichhörnchen-Häppchen,,,,,,,,,,,,
TexsSquirrelBitsDesc,,item,Tools,newKey,Tex's Squirrel Bits Candy Bar will give you 10s of burst Speed.,,Tex's Squirrel Bits Candy Bar verleiht dir 10 Sekunden lang einen Geschwindigkeitsschub.,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
HDNightVisionHelmetLight,,item,Food,newKey,HD Night Vision Helmet Light,,HD-Nachtsicht-Helmlampe,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
HDNightVisionHelmetLightDesc,,item,Tools,newKey,Night Vision Addon For The Mining Helmet.,,Nachtsicht-Addon für den Minenhelm.,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
ShavedIceDesc,,item,Tools,newKey,Shaved Ice is a part of Pikalyns Patbingsu recipe.,,Geschabtes Eis ist Bestandteil des Patbingsu-Rezepts von Pikalyns.,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Possums Pavlova,,item,Food,newKey,IPossums Pavlova,,IPossums Pavlova,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
HDCrashBandicootDesc,,item,Tools,newKey,Craft your very own Crash Bandicoot to Guard Your Base haha.,,"Bastle deinen eigenen Crash Bandicoot, der deine Basis bewacht, haha.",,,,,,,,,,,,
HDKillingFloorZombie,,item,Food,newKey,HD Killing Floor Zombie,,HD Killing Floor Zombie,,,,,,,,,,,,
HDKillingFloorZombieDesc,,item,Tools,newKey,Craft your very own Killing Floor Zombie to Guard Your Base haha.,,"Erschaffe deinen eigenen Killing Floor Zombie, der deine Basis bewacht, haha.",,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
urinalCommercialMounted,blocks,Block Building,KgNone,Urinal,,,,,,,,,,,,,,,
HDRuckSackUpgrade,,item,Food,newKey,HD RuckSack Upgrade,,HD-Rucksack-Upgrade,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
MREMilitaryRationDesc,,item,Tools,newKey,Military Rations. Just Add Water. Just kidding. Tastes like shit but will heal And fill a hole.,,"Militärrationen. Einfach Wasser hinzufügen. Nur ein Scherz. Schmeckt scheußlich, heilt aber und füllt ein Loch.",,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
HDMeatCleaverDesc,,item,Tools,newKey,Cooks Meat Cleaver. 50% Better at harvesting meat And Leather,,Cooks Fleischbeil. 50 % besser beim Zerlegen von Fleisch und Leder.,,,,,,,,,,,,
HDMeatHammerDesc,,item,Tools,newKey,Cooks Hammer. Used to smash those Fuckin Heads In,,Cooks Hammer. Damit wurden diese verdammten Köpfe eingeschlagen.,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
HDConcreteBarrierDesc,blocks,Container,,,A Simple Barrier 1x1x2.,,Eine einfache Barriere 1x1x2.,,,,,,,,,,,,
HDModularWallDesc,blocks,Container,,,A Simple Modular Barrier 2x1x4.,,Eine einfache modulare Barriere 2x1x4.,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
HDRocketLauncherRound,,item,Food,newKey,HD Rocket Round,,HD-Raketenrunde,,,,,,,,,,,,
HDRocketLauncherNukeRound,,item,Food,newKey,HD Rocket Nuke Round,,HD-Raketen-Nuklearrunde,,,,,,,,,,,,
HDRocketLauncherRoundDesc,,item,Tools,newKey,The K9 Round is used ONLY In the HD Rocket Launcher.,,Die K9-Runde wird NUR im HD-Raketenwerfer verwendet.,,,,,,,,,,,,
HDRocketLauncherNukeRoundDesc,,item,Tools,newKey,The K9 Nuke Round is used ONLY In the HD Rocket Launcher.,,Die K9-Nuklearmunition wird NUR im HD-Raketenwerfer verwendet.,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
StarterClassDesc,,item,Tools,newKey,Use this item to select and craft your starter recipe which is a selection of Meds and Weapons to help early on.\n\nNote these are just basic starter items not to be confused with the main Quests you get from the trader to fullfill during gameplay.,,"Mit diesem Gegenstand kannst du dein Starterrezept auswählen und herstellen. Es enthält eine Auswahl an Medikamenten und Waffen, die dir zu Beginn helfen. \n\n Hinweis: Dies sind nur grundlegende Startergegenstände und nicht mit den Hauptquests zu verwechseln, die du vom Händler erhältst und im Laufe des Spiels abschließt.",,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
HDRuckSackUpgradeDesc,,item,Tools,newKey,RuckSack Upgrade. Adds 19 Slots To Your Carry Capacity when placed into your Armor pieces.,,"Rucksack-Upgrade. Fügt eurer Tragfähigkeit 19 Plätze hinzu, wenn er in eure Rüstungsteile eingesetzt wird.",,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Ethans Bam Hammer,,item,Tools,newKey,HD Ethans Bam Hammer,,HD Ethans Bam Hammer,,,,,,,,,,,,
EthansBamHammerDesc,,item,Tools,newKey,Ethans Bam Hammer. Only The Just Can Wield This Sort Of POWER,,Ethans Bam Hammer. Nur die Gerechten können diese Macht beherrschen.,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
OrigamiGurusDesc,,item,Tools,newKey,The OrigamiGurus Pain Meds. When You Cant Fight This Feeling Any Longer And you need to keep Zombie Slayin,,Die Schmerzmittel von OrigamiGurus. Wenn du dieses Gefühl nicht mehr bekämpfen kannst und trotzdem weiter Zombies jagen musst.,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
HDAeroDynamicsUpgrade,,item,Tools,newKey,HD Aero Dynamics Upgrade,,HD Aerodynamik-Upgrade,,,,,,,,,,,,
HDFuelSaverUpgrade,,item,Tools,newKey,HD Fuel Saver Upgrade,,HD-Kraftstoffspar-Upgrade,,,,,,,,,,,,
HDHeadlightsUpgrade,,item,Tools,newKey,HD Headlights Upgrade,,HD-Scheinwerfer-Upgrade,,,,,,,,,,,,
HDTurboUpgrade,,item,Tools,newKey,HD Turbo Upgrade,,HD Turbo-Upgrade,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
AeroDynamicsUpgradeDesc,,item,Tools,newKey,Improves Speed through AeroDynamics.\n\nAdd To MiniBike.\n\nAdd To MotorBike.\n\nAdd To Offroad Truck.\n\nAdd To Gyrocopter.,,Verbessert die Geschwindigkeit durch Aerodynamik. \n\nZu Minibike hinzufügen. \n\nZu Motorrad hinzufügen. \n\nZu Offroad-Truck hinzufügen. \n\nZu Gyrokopter hinzufügen.,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
FuelSaverUpgradeDesc,,item,Tools,newKey,Use 50% less Fuel on your journeys.\n\nAdd To MiniBike.\n\nAdd To MotorBike.\n\nAdd To Offroad Truck.\n\nAdd To Gyrocopter.,,Verbrauche auf deinen Fahrten 50 % weniger Treibstoff. \n\nZu MiniBike hinzufügen. \n\nZu Motorrad hinzufügen. \n\nZu Offroad-Truck hinzufügen. \n\nZu Gyrokopter hinzufügen.,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
HeadlightsUpgradeDesc,,item,Tools,newKey,Brighten Up the Map with this Ultra Cool Light Addon.\n\nAdd To MiniBike.\n\nAdd To MotorBike.\n\nAdd To Offroad Truck.\n\nAdd To Gyrocopter.,,Erhelle die Karte mit diesem ultracoolen Licht-Addon. \n\nZu Minibike hinzufügen. \n\nZu Motorrad hinzufügen. \n\nZu Offroad-Truck hinzufügen. \n\nZu Gyrokopter hinzufügen.,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
TurboUpgradeDesc,,item,Tools,newKey,Speed Speed Speed Muhhaaaa.\n\nAdd To MiniBike.\n\nAdd To MotorBike.\n\nAdd To Offroad Truck.\n\nAdd To Gyrocopter.,,Geschwindigkeit Geschwindigkeit Geschwindigkeit Muhhaaaa.\n\nZu MiniBike hinzufügen.\n\nZu Motorrad hinzufügen.\n\nZu Offroad-Truck hinzufügen.\n\nZu Gyrocopter hinzufügen.,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
HDArmorReinforcedPadding,,item,Tools,newKey,HD Armor Reinforced Padding,,HD Armor Verstärkte Polsterung,,,,,,,,,,,,
HDArmorPlasticPlating,,item,Tools,newKey,HD Armor Plastic Plating,,HD-Panzerung aus Kunststoff,,,,,,,,,,,,
HDArmorMilitaryPlating,,item,Tools,newKey,HD Armor Military Plating,,HD-Panzerung Militärpanzerung,,,,,,,,,,,,
HDArmorScrapPlating,,item,Tools,newKey,HD Armor Scrap Plating,,HD Panzerstahl,,,,,,,,,,,,
HDArmorIronPlating,,item,Tools,newKey,HD Armor Iron Plating,,HD-Panzerung aus Eisen,,,,,,,,,,,,
HDArmorSteelPlating,,item,Tools,newKey,HD Armor Steel Plating,,HD-Panzerstahlplatten,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
storeShelving01Full,blocks,Container,,,HD Store Shelf,,HD-Ladenregal,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
storeShelving01DoubleFull,blocks,Container,,,HD Store Shelf,,HD-Ladenregal,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
storeShelving01TopFull,blocks,Container,,,HD Store Shelf,,HD-Ladenregal,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
storeShelving01TopDoubleFull,blocks,Container,,,HD Store Shelf,,HD-Ladenregal,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
HDGSBladeDesc,,item,Tools,newKey,The xiphos is a double-edged. one-handed Iron Age straight shortsword used by the ancient Greeks. It was a secondary battlefield weapon for the Greek armies after the dory or javelin. The classic blade was generally long. although the Spartans supposedly started to use blades as short as 35 cm around the era of the Greco-Persian Wars. The xiphos sometimes has a midrib. A diamond or lenticular in cross-section. It was generally hung from a baldric under the left arm,,"Das Xiphos ist ein zweischneidiges, einhändiges Kurzschwert der Eisenzeit, das von den alten Griechen verwendet wurde. Es diente den griechischen Armeen nach dem Speer (Dori) als Zweitwaffe auf dem Schlachtfeld. Die klassische Klinge war in der Regel lang, obwohl die Spartaner angeblich um die Zeit der Perserkriege begannen, Klingen von nur 35 cm Länge zu verwenden. Das Xiphos besaß mitunter eine Mittelrippe und einen rauten- oder linsenförmigen Querschnitt. Es wurde üblicherweise an einem Schultergurt unter dem linken Arm getragen.",,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
MrsSpBladeDesc,,item,Tools,newKey,Greek Hoplite Sword. one-handed Iron Age straight shortsword used by the ancient Greek Women. It was a primary battlefield weapon for the Greek armies. The classic blade was generally short and light enough to be wielded,,"Griechisches Hoplitenschwert. Einhändiges, gerades Kurzschwert aus der Eisenzeit, das von den antiken Griechinnen verwendet wurde. Es war eine der Hauptwaffen der griechischen Armeen auf dem Schlachtfeld. Die klassische Klinge war in der Regel kurz und leicht genug, um sie gut handhaben zu können.",,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
HDTARDesc,,item,Tools,newKey,Manufactured with extensive use of aluminium alloys and synthetic materials. It is a semi-automatic version of the United States military M16 rifle that fires 500 Automax Rounds,,"Hergestellt unter weitgehender Verwendung von Aluminiumlegierungen und synthetischen Materialien. Es handelt sich um eine halbautomatische Version des US-amerikanischen Militärgewehrs M16, die 500 Automax-Patronen verschießt.",,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
HDNukeDesc,,item,Food,newKey,HD Nuke,,HD Nuke,,,,,,,,,,,,
HDNuke,,item,Tools,newKey,This Is A Nuke. Be Careful With Your Nuke.\n\nBlow Shit Up like a BOSS,,Das ist eine Atombombe. Sei vorsichtig mit deiner Atombombe. \n\nSprenge alles in die Luft wie ein Boss,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
HDImpactWrenchDesc,blocks,Container,,,The Impact Wrench will gather resources quicker than any tool in the game.\n\nThis is a specialized salvaging item,,Der Schlagschrauber sammelt Ressourcen schneller als jedes andere Werkzeug im Spiel. \n\nDies ist ein spezialisierter Bergungsgegenstand.,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
HDGSBladeDesc,,item,Tools,newKey,Spartan Blades crafted with the Finest Metal. Just kidding its probably Blunt,,"Spartanische Klingen, gefertigt aus feinstem Metall. Nur ein Scherz, sie sind wahrscheinlich stumpf.",,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
HDTeslaCoilDesc,blocks,Container,,,The Tesla Fence acts much the same as the Electric Fence with the exception of its overall power. damage and overall extra HP.\n\nDeath will happen if you get caught in this,,"Der Tesla-Zaun funktioniert im Prinzip genauso wie der Elektrozaun, abgesehen von seiner Gesamtstärke, dem Schaden und den zusätzlichen Trefferpunkten. \n\nDer Tod tritt ein, wenn man davon getroffen wird.",,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
CuteBabyChick,,item,Food,newKey,Cute Baby Chick,,Niedliches Küken,,,,,,,,,,,,
CuteBabyChickDesc,,item,Tools,newKey,OMG Youve found a Cute Baby Chick. Gotta be useful for something Right.,,"Oh mein Gott, du hast ein süßes Küken gefunden! Das muss doch für irgendetwas nützlich sein, oder?",,,,,,,,,,,,
ChickenNuggetsDesc,,item,Tools,newKey,Like McDonalds Only REAL MEAT lol.,,"Wie bei McDonald's, nur mit ECHTEM FLEISCH, lol.",,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
AaronRockst4rDesc,,item,Tools,newKey,In-Game Poster Is Dedicated To Aaron Rockst4r for His 24 Hour stream of the Mod.,,Das In-Game-Poster ist Aaron Rockst4r für seinen 24-Stunden-Stream der Mod gewidmet.,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
HDGlock18Auto,,item,Food,newKey,HD GlockG5 18 Auto,,HD Glock G5 18 Automatik,,,,,,,,,,,,
HDGlockAutoSilencer,,item,Food,newKey,HD GlockG5 18 Auto Silencer,,HD Glock G5 18 Auto Schalldämpfer,,,,,,,,,,,,
HDGlockAutoREFLEX,,item,Food,newKey,HD GlockG5 18 Auto HoloSight,,HD Glock G5 18 Auto HoloSight,,,,,,,,,,,,
HDGlockAutoLaserSight,,item,Food,newKey,HD GlockG5 18 Auto LaserSight,,HD Glock G5 18 Auto LaserSight,,,,,,,,,,,,
HDGlockAutoFlashlight,,item,Food,newKey,HD GlockG5 18 Auto Flashlight,,HD Glock G5 18 Auto-Taschenlampe,,,,,,,,,,,,
HDGlockAutoScopeSmall,,item,Food,newKey,HD GlockG5 18 Auto Scope x2,,HD Glock G5 18 Auto Scope x2,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
HDGlockAutoDesc,,item,Tools,newKey,GlockG5 18 Auto is a fully-automatic pistol. It is a fully-automatic version of the Glock 17. This pistol was developed by an Austrian Glock company. headed by Gaston Glock,,Die Glock G5 18 Auto ist eine vollautomatische Pistole. Sie ist eine vollautomatische Version der Glock 17. Diese Pistole wurde von der österreichischen Firma Glock unter der Leitung von Gaston Glock entwickelt.,,,,,,,,,,,,
HDGlockAutoSilencerDesc,,item,Tools,newKey,Military Grade Silencer that can be attached to the HD GlockG5 18 Auto,,"Schalldämpfer in Militärqualität, der an die HD Glock G5 18 Auto angebracht werden kann",,,,,,,,,,,,
HDGlockAutoREFLEXDesc,,item,Tools,newKey,Military Grade Reflex that can be attached to the HD GlockG5 18 Auto,,"Reflexvisier in Militärqualität, das an der HD Glock G5 18 Auto angebracht werden kann",,,,,,,,,,,,
HDGlockAutoLaserSightDesc,,item,Tools,newKey,Military Grade LaserSight that can be attached to the HD GlockG5 18 Auto,,"Laserzielgerät in Militärqualität, das an der HD Glock G5 18 Auto angebracht werden kann",,,,,,,,,,,,
HDGlockAutoFlashlightDesc,,item,Tools,newKey,Military Grade FlashLight that can be attached to the HD GlockG5 18 Auto,,"Taschenlampe in Militärqualität, die an der HD Glock G5 18 Auto befestigt werden kann",,,,,,,,,,,,
HDGlockAutoScopeDesc,,item,Tools,newKey,Military Grade Scope x2 that can be attached to the HD GlockG5 18 Auto,,"Zwei Zielfernrohre in Militärqualität, die an der HD Glock G5 18 Auto angebracht werden können.",,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
HDCementMixerDesc,blocks,Block,,,Cement Mixing At Its Finest With Improved Speeds. There are a Total of 3 Addons Giving a Total reduction in time of 50 Percent with 0 Heat Penalty.\n\nHD Motor Upgrade.\n\nHD Fittings Upgrade.\n\nHD Drum Upgrade,,Zementmischen in Perfektion mit verbesserter Geschwindigkeit. Insgesamt 3 Erweiterungen ermöglichen eine Zeitersparnis von 50 % bei gleichbleibender Wärmeentwicklung. \n\nHD-Motor-Upgrade. \n\nHD-Armaturen-Upgrade. \n\nHD-Trommel-Upgrade.,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
HDCementMixer,,item,Food,newKey,HD Cement Mixer,,HD-Zementmischer,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
War3zuksCigarDesc,,item,Tools,newKey,So Youve Crafted The Ultimate In Nicotine. Enjoy 10 Percent Quicker Crafting And 10 Percent more XP as well as +1 to Intellect when placed into Head Armor.,,"Du hast also das ultimative Nikotinprodukt hergestellt. Genieße 10 % schnellere Herstellung, 10 % mehr EP und +1 auf Intelligenz, wenn du es in eine Kopfpanzerung einsetzt.",,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
War3zuksStoggyDesc,,item,Tools,newKey,Obsolete just drop item,,"Veraltet, einfach fallen lassen.",,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
HDM4A1CarbineScope,,item,Food,newKey,HD M4A1 Carbine Scope,,HD M4A1 Karabiner Zielfernrohr,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
medicalBloodDrawKitDesc,,item,Tools,newKey,Medical Blood Draw Kit IMPORTANT INFORMATION.\n\nThis Kit is used for the creation of BloodBags.\n\nIt will Remove 50 Percent of your HP and Food while you heal.\n\nIf Exploited It will also Reduce ALL Skills To L1.,,WICHTIGE INFORMATIONEN zum Blutentnahme-Set. \n\nDieses Set dient zur Herstellung von Blutbeuteln. \n\nEs verbraucht 50 % deiner HP und Nahrung während des Heilungsprozesses. \n\nBei Missbrauch werden außerdem ALLE Fertigkeiten auf Stufe 1 reduziert.,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
medicalBloodDrawKit,,item,Food,newKey,Blood Draw Kit,,Blutentnahmeset,,,,,,,,,,,,
